timestamp,status,value
2025-06-22T19:18:26.780256,Dik Durma,175.02
2025-06-22T19:18:26.805261,Dik Durma,175.16
2025-06-22T19:18:26.829777,Dik Durma,175.44
2025-06-22T19:18:26.870053,Dik Durma,175.14
2025-06-22T19:18:26.894053,Dik Durma,175.26
2025-06-22T19:18:26.925687,Dik Durma,175.34
2025-06-22T19:18:26.966004,Dik Durma,175.66
2025-06-22T19:18:27.025579,Dik Durma,175.83
2025-06-22T19:18:27.051141,Dik Durma,175.94
2025-06-22T19:18:27.090167,Dik Durma,175.98
2025-06-22T19:18:27.143569,Dik Durma,175.92
2025-06-22T19:18:27.174430,Dik Durma,175.76
2025-06-22T19:18:27.206717,Dik Durma,176.06
2025-06-22T19:18:27.237586,Dik Durma,177.07
2025-06-22T19:18:27.269318,Dik Durma,177.35
2025-06-22T19:18:27.302448,Dik Durma,177.31
2025-06-22T19:18:27.333964,Dik Durma,177.32
2025-06-22T19:18:27.365468,Dik Durma,178.84
2025-06-22T19:18:27.390981,Dik Durma,179.72
2025-06-22T19:18:27.424493,Dik Durma,179.93
2025-06-22T19:18:27.455504,Dik Durma,179.30
2025-06-22T19:18:27.488016,Dik Durma,179.83
2025-06-22T19:18:27.519018,Dik Durma,179.93
2025-06-22T19:18:27.551688,Dik Durma,179.83
2025-06-22T19:18:27.584705,Dik Durma,179.87
2025-06-22T19:18:27.610713,Dik Durma,179.89
2025-06-22T19:18:27.651947,Dik Durma,179.99
2025-06-22T19:18:27.713477,Dik Durma,179.65
2025-06-22T19:18:27.765997,Dik Durma,179.44
2025-06-22T19:18:29.622724,Omuz Hizası Bozuk,27.70
2025-06-22T19:18:29.648823,Dik Durma,175.85
2025-06-22T19:18:29.672913,Dik Durma,177.12
2025-06-22T19:18:31.542157,Omuz Hizası Bozuk,27.21
2025-06-22T19:18:31.583463,Dik Durma,179.04
2025-06-22T19:18:31.615475,Dik Durma,179.05
2025-06-22T19:18:31.643116,Dik Durma,179.22
2025-06-22T19:18:31.672945,Dik Durma,179.25
2025-06-22T19:18:31.701824,Dik Durma,178.35
2025-06-22T19:18:31.736012,Dik Durma,178.23
2025-06-22T19:18:31.765529,Dik Durma,178.27
2025-06-22T19:18:31.797017,Dik Durma,178.19
2025-06-22T19:18:31.829131,Dik Durma,177.77
2025-06-22T19:18:31.860646,Dik Durma,177.47
2025-06-22T19:18:31.893111,Dik Durma,177.07
2025-06-22T19:18:31.921125,Dik Durma,176.98
2025-06-22T19:18:31.954289,Dik Durma,177.09
2025-06-22T19:18:31.984581,Dik Durma,176.83
2025-06-22T19:18:32.017596,Dik Durma,177.04
2025-06-22T19:18:32.047602,Dik Durma,176.45
2025-06-22T19:18:32.080186,Dik Durma,176.33
2025-06-22T19:18:32.111710,Dik Durma,176.42
2025-06-22T19:18:32.143224,Dik Durma,176.63
2025-06-22T19:18:32.177948,Dik Durma,176.66
2025-06-22T19:18:32.208950,Dik Durma,176.68
2025-06-22T19:18:32.241334,Dik Durma,176.81
2025-06-22T19:18:32.267923,Dik Durma,176.94
2025-06-22T19:18:32.296924,Dik Durma,176.85
2025-06-22T19:18:32.346922,Dik Durma,176.81
2025-06-22T19:18:32.393588,Dik Durma,177.00
2025-06-22T19:18:32.422638,Dik Durma,176.93
2025-06-22T19:18:32.452641,Dik Durma,176.95
